"EANCode kombiniert";"SubGroup";"Brand";"Stock";"Bilder kombiniert";"Description";"Description2";"NextConfirmedDate";"DatasheetLink";"Expr1009";"Kundenpreis gerundet";"Kategorie-Nummer";"Attribute1";"Attribute2";"Attribute3";"Bestellbar";"ManItemNo";"MwSt-ID";"an Lager";"nicht an Lager"
"730143308489";"CPU";"AMD";0;"http://img.littlebit.ch/image/inside.littlebit.ch/files/IN/Assets/Gallery/Images/IM_AMD_AMD-YD1200BBAEBOX_01_box_072.jpg";"Ryzen 3 1200 3.4 GHz";"Socket AM4 / 4-Core / 8 Threads / 10 MB Cache / 65W";"2018-01-26";;"YD1200BBAEBOX";115.10;"18";"AM4";;;"1";"YD1200BBAEBOX";"6";"an Lager";"nicht an Lager"
