id,description
1,"<div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='laptop' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Ultramobilny laptop HP Pavilion 14</h2><p>Nie potrafisz usiedzieć w miejscu? Świat ma przed Tobą wiele tajemnic, które chcesz odkrywać? Ultramobilny HP Pavilion 14 idealnie wpisuje się w Twój styl. Kompaktowe rozmiary i waga piórkowa sprawiają, że zabierzesz go ze sobą wszędzie. Pracuj i ciesz się multimedialną rozrywką, gdziekolwiek jesteś.</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/06-przod-laptopa.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='procesor' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/procesor.svg'></div><div class='col-md-10'><h2 class='text-left'>Procesor Intel Core i3 ósmej generacji</h2><p>Doskonała dynamika pracy, szybkość, responsywność i zaawansowane technologie. To wszystko zapewni Ci procesor Intel Core i3, należący do ósmej generacji CPU marki Intel. Udoskonalona wydajność, połączona ze sprawnością energetyczną stanowią gwarancję płynnej pracy wielozadaniowej. Tak z aplikacjami, popularnymi grami, jak i multimediami w wysokiej rozdzielczości. Jednostka potrafi też automatycznie dopasować dostępne zasoby do bieżącego obciążenia, przyspieszając realizację postawionych przed nią zadań.</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/01-lewy-bok.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='matowy ekran' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/matowyekran.svg'></div><div class='col-md-10'><h2 class='text-left'>Matowa matryca</h2><p>Irytuje Cię fakt, że na ekranie monitora lepiej widzisz swoją twarz niż swój ulubiony film? Zmień to i zdecyduj się na notebooka z matową matrycą która zapewni doskonałe warunki pracy – nawet w nasłonecznionych miejscach. Pracujesz wiele godzin przed ekranem komputera? Przekonaj się, że matowa matryca mniej męczy wzrok.</p><img class='hidden-xs' src='https://allegro.stati.pl/AllegroIMG/SZABLON/POZOSTALE/matowy-lg.png'> <img class='hidden-lg hidden-md hidden-sm' src='https://allegro.stati.pl/AllegroIMG/SZABLON/POZOSTALE/matowy-xs.png'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='smukłość' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/smuklosc.svg'></div><div class='col-md-10'><h2 class='text-left'>Zabierz go wszędzie</h2><p>To najcieńszy laptop z serii Pavilion, wyposażony w nowy wyświetlacz z wąską ramką. Gładkie metalowe wykończenie nadaje mu nowoczesny i elegancki wygląd, a każdy detal – od podnoszonej klawiatury po odważne wzornictwo – został zaprojektowany, by zapewnić wygodę użytkowania w efektownym stylu</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/05-widok-z-tylu.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='głośniki stereo' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/glosnikistereo.svg'></div><div class='col-md-10'><h2 class='text-left'>Potężny dźwięk o doskonałej jakości</h2><p>Dzięki dwóm głośnikom HP, technologii HP Audio Boost i tuningowi wykonanemu przez fachowców z B&amp;O PLAY możesz się cieszyć bogatym, naturalnym brzmieniem. Niech dźwięk Cię poruszy.</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/06-przod-laptopa.jpg'></div></div>"
