id,name,brand,price,category,description,photo,url
1,HP Pavilion 14 i3-8145/8GB/256/Win10 Violet,HP,2599,0,"<div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='laptop' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Ultramobilny laptop HP Pavilion 14</h2><p>Nie potrafisz usiedzieć w miejscu? Świat ma przed Tobą wiele tajemnic, które chcesz odkrywać? Ultramobilny HP Pavilion 14 idealnie wpisuje się w Twój styl. Kompaktowe rozmiary i waga piórkowa sprawiają, że zabierzesz go ze sobą wszędzie. Pracuj i ciesz się multimedialną rozrywką, gdziekolwiek jesteś.</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/06-przod-laptopa.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='procesor' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/procesor.svg'></div><div class='col-md-10'><h2 class='text-left'>Procesor Intel Core i3 ósmej generacji</h2><p>Doskonała dynamika pracy, szybkość, responsywność i zaawansowane technologie. To wszystko zapewni Ci procesor Intel Core i3, należący do ósmej generacji CPU marki Intel. Udoskonalona wydajność, połączona ze sprawnością energetyczną stanowią gwarancję płynnej pracy wielozadaniowej. Tak z aplikacjami, popularnymi grami, jak i multimediami w wysokiej rozdzielczości. Jednostka potrafi też automatycznie dopasować dostępne zasoby do bieżącego obciążenia, przyspieszając realizację postawionych przed nią zadań.</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/01-lewy-bok.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='matowy ekran' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/matowyekran.svg'></div><div class='col-md-10'><h2 class='text-left'>Matowa matryca</h2><p>Irytuje Cię fakt, że na ekranie monitora lepiej widzisz swoją twarz niż swój ulubiony film? Zmień to i zdecyduj się na notebooka z matową matrycą która zapewni doskonałe warunki pracy – nawet w nasłonecznionych miejscach. Pracujesz wiele godzin przed ekranem komputera? Przekonaj się, że matowa matryca mniej męczy wzrok.</p><img class='hidden-xs' src='https://allegro.stati.pl/AllegroIMG/SZABLON/POZOSTALE/matowy-lg.png'> <img class='hidden-lg hidden-md hidden-sm' src='https://allegro.stati.pl/AllegroIMG/SZABLON/POZOSTALE/matowy-xs.png'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='smukłość' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/smuklosc.svg'></div><div class='col-md-10'><h2 class='text-left'>Zabierz go wszędzie</h2><p>To najcieńszy laptop z serii Pavilion, wyposażony w nowy wyświetlacz z wąską ramką. Gładkie metalowe wykończenie nadaje mu nowoczesny i elegancki wygląd, a każdy detal – od podnoszonej klawiatury po odważne wzornictwo – został zaprojektowany, by zapewnić wygodę użytkowania w efektownym stylu</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/05-widok-z-tylu.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='głośniki stereo' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/glosnikistereo.svg'></div><div class='col-md-10'><h2 class='text-left'>Potężny dźwięk o doskonałej jakości</h2><p>Dzięki dwóm głośnikom HP, technologii HP Audio Boost i tuningowi wykonanemu przez fachowców z B&amp;O PLAY możesz się cieszyć bogatym, naturalnym brzmieniem. Niech dźwięk Cię poruszy.</p><img alt='HP Pavilion 14' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/HP/Pavilion-14/6VS92EA/06-przod-laptopa.jpg'></div></div>","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/6/pr_2019_6_14_13_2_56_137_00.jpg",https://www.x-kom.pl/p/504703-notebook-laptop-141-hp-pavilion-14-i3-8145-8gb-256-win10-violet.html
2,ASUS VivoBook 14 R459UA i5-8250U/8GB/256/Win10,ASUS,2499,0,"<div class='row text-center fresh-content'><div class='col-md-12'><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='ikona' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Odkryj ultramobilny laptop ASUS VivoBook 14 w 360 stopniach</h2><h2 class='text-left'><small>Niesamowita wydajność</small></h2><p>Laptop ASUS VivoBook 14 R459UA został zaprojektowany z myślą o Twojej wygodzie. Waży zaledwie 1,36 kg, dzięki czemu możesz zabrać go ze sobą wszędzie. Stylowa obudowa została wykonana z wysokiej jakości materiałów, a wytrzymała bateria zapewnia energię na cały dzień multimedialnych wrażeń, niezależnie czy pracujesz, czy cieszysz się filmową lub serialową rozrywką.</p><p>Sprawdź, jak ASUS VivoBook 14 wygląda w rzeczywistości. Chwyć zdjęcie poniżej i przeciągnij je w lewo lub prawo aby obrócić produkt lub skorzystaj z przycisków nawigacyjnych.</p><div class='ov360'><div id='orbitvu'> </div></div><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/swfobject.js'></script></template><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/orbitvu.js'></script></template><template><script type='text/javascript'>        inject_orbitvu('orbitvu', 'https://blob.stati.pl/ov360/orbitvu12/orbitvuer12.swf', 'https://blob.stati.pl/ov360/orbitvu12/expressInstall.swf', {            ovus_folder: 'https://xkomstati.blob.core.windows.net/ov360/Systems/Asus/R459UA-EK108T/',            width: '100%',            content2: 'yes',            height: '100%'        });</script></template></div></div></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='ikona' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Odkryj ultramobilny laptop ASUS VivoBook 14 w 360 stopniach</h2><h2 class='text-left'><small>Niesamowita wydajność</small></h2><p>Laptop ASUS VivoBook 14 R459UA został zaprojektowany z myślą o Twojej wygodzie. Waży zaledwie 1,36 kg, dzięki czemu możesz zabrać go ze sobą wszędzie. Stylowa obudowa została wykonana z wysokiej jakości materiałów, a wytrzymała bateria zapewnia energię na cały dzień multimedialnych wrażeń, niezależnie czy pracujesz, czy cieszysz się filmową lub serialową rozrywką.</p><p>Sprawdź, jak ASUS VivoBook 14 wygląda w rzeczywistości. Chwyć zdjęcie poniżej i przeciągnij je w lewo lub prawo aby obrócić produkt lub skorzystaj z przycisków nawigacyjnych.</p><div class='ov360'><div id='orbitvu'> </div></div><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/swfobject.js'></script></template><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/orbitvu.js'></script></template><template><script type='text/javascript'>        inject_orbitvu('orbitvu', 'https://blob.stati.pl/ov360/orbitvu12/orbitvuer12.swf', 'https://blob.stati.pl/ov360/orbitvu12/expressInstall.swf', {            ovus_folder: 'https://xkomstati.blob.core.windows.net/ov360/Systems/Asus/R459UA-EK108T/',            width: '100%',            content2: 'yes',            height: '100%'        });</script></template></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/wydajnosc.svg'></div><div class='col-md-10'><h2 class='text-left'>Wydajność z Intel Core i5 ósmej generacji</h2><p>Działaj z maksymalną wydajnością, dzięki mocy procesora Intel Core i5 ósmej. Wprowadza technologię Intel Turbo Boost 2.0, która w inteligentny sposób podnosi taktowanie zegarów, zwiększając natychmiast wydajność CPU oraz dynamikę pracy laptopa. Tworzenie, edycja oraz udostępnianie multimediów, jak i obrazów sferycznych stanie się prostsze i mniej czasochłonne.</p><div class='video-container' style='position:relative;padding-bottom:56.25%; background: none; margin: 30px 0 40px 0;height:0;overflow:hidden;border-radius: 30px'><div class='embed-responsive embed-responsive-16by9'><iframe class='embed-responsive-item' src='https://www.youtube.com/embed/L-LAFfSJ6Wc?rel=0&amp;controls=0&amp;showinfo=0' style='position:absolute;top:0;left:0;width:100%;height:100%;border:none;'></iframe></div></div><p style='font-size: 11px;'>*Specyfikacja może się różnić w zależności od modelu i/lub regionu.</p></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='smukłość' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/smuklosc.svg'></div><div class='col-md-10'><h2 class='text-left'>Zobacz więcej, zrób wiecej</h2><p>Wyświetlacz NanoEdge oferuje teraz jeszcze węższe ramki z czterech stron. Takie rozwiązanie zapewnia 87% stosunek wielkości ekranu do obudowy, co zapewnia niesamowite wrażenia wizualne w jeszcze bardziej kompaktowej konstrukcji.</p><img alt='ASUS VivoBook 14  Ekran NanoEdge' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ASUS/R459UA/02-ekran-nanoedge.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='szeroki kąt' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/szerokikat.svg'></div><div class='col-md-10'><h2 class='text-left'>Podnieś się</h2><p>Otwórz VivoBook 14, aby zyskać świat wydajności i możliwości. Precyzyjnie zaprojektowany zawias ErgoLift bezpiecznie trzyma wyświetlacz pod dowolnym kątem i dodaje nachylenia klawiatury o 3°, aby za każdym razem uzyskać idealną pozycje do pisania. ErgoLift zwiększa również wydajność chłodzenia i zapewnia stabilna prace przy laptopie.</p><img alt='ASUS VivoBook 14 ergolift' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ASUS/R459UA/04-ergo-lift.jpg'></div></div>","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/1/pr_2019_1_31_10_35_49_351_09.jpg",https://www.x-kom.pl/p/474871-notebook-laptop-141-asus-vivobook-14-r459ua-i5-8250u-8gb-256-win10.html
3,Dell Inspiron 5593 i5-1035G1/8GB/256/Win10 MX230 IPS,Dell,2899,1,"<div class='row text-left fresh-content'><div class='col-md-2 text-center'><div class='col-md-2 text-center'><img alt='laptop' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Laptop uniwersalny Dell Inspiron 5593</h2><p>Poznaj Dell Inspiron 5593. Wyjątkową serię laptopów, która sprosta Twoim oczekiwaniom. Najnowocześniejszy procesor Intel Core i5 10-tej generacji oraz dedykowana karta graficzna MX230 zagwarantują Ci optymalną wydajność. Dell Inspiron 5593 sprawdzi się zarówno jako narzędzie do pracy biurowej, jak i centrum filmowej rozrywki. Podziwiaj naturalne kolory wyświetlane w rozdzielczości Full HD na ekranie IPS.</p></div></div><div class='col-md-10'><img alt='Laptop uniwersalny Inspiron 5593' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-5593/usbc/01-prawy-bok.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='technologia' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/technologia.svg'></div><div class='col-md-10'><h2 class='text-left'>Technologia Dell Cinema</h2><ol><li>CinemaColor: wyświetlane obrazy są równie żywe i wyraziste jak świat wokół Ciebie. Poznaj bogatsze i bardziej wyraziste kolory oraz dokładniejsze szczegóły dzięki profilom Dell Color.</li><li>CinemaStream: funkcja SmartByte zapewnia maksymalną przepustowość filmów i muzyki, gwarantując płynny przesył.</li><li>CinemaSound: funkcja Waves MaxxAudio® Pro zwiększa głośność i czystość tonów, przez co możesz cieszyć się dźwiękiem w jakości studyjnej.</li></ol><img alt='Technologia Dell Cinema' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-5491/08-dellcinema.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='Czytnik linii papilarnych' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/czytnikliniipapilarnych.svg'></div><div class='col-md-10'><h2 class='text-left'>Czytnik linii papilarnych</h2><p>Pełna integracja czytnika linii papilarnych z przyciskiem zasilania umożliwia zalogowanie się do systemu jednym dotknięciem. Już nie musisz się bać o swoje dane podczas spotkań w kawiarni czy na wyjeździe służbowym.</p><img alt='Czytnik linii papilarnych' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-5593/03-czytnik-linii.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='podświetlana klawiatura' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/podswietlanaklawiatura.svg'></div><div class='col-md-10'><h2 class='text-left'>Podświetlana klawiatura</h2><p>Podświetlana klawiatura pozwoli Ci na komfortową pracę podczas długich wieczorów. Czy to przeglądanie treści na stronach www, czy tworzenie prezentacji nazajutrz. Postaw na wygodę, postaw na Dell.</p><img alt='Podświetlana klawiatura' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-5593/usbc/04-lewy-bok.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='odczyt zapis' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/odczytzapis.svg'></div><div class='col-md-10'><h2 class='text-left'>Dell Mobile Connect</h2><p>Pobierz aplikację Dell Mobile Connect na swój laptop oraz urządzenia mobilne z systemami Android i iOS, aby połączyć swoje urządzenia w jedno spójne środowisko.</p><ul><li>Mniej zakłóceń - dzięki rozwiązaniu Dell Mobile Connect możesz dzwonić, pisać SMS-y, odbierać powiadomienia, a nawet wyświetlać zawartość telefonu z Androidem na komputerze, by korzystać na nim z ulubionych aplikacji. </li><li>Ochrona prywatność - aplikacja Dell Mobile Connect pozwala bezpiecznie podłączyć telefon do komputera, dzięki czemu dane nie są narażone na ujawnienie z powodu korzystania z niezabezpieczonych połączeń z Internetem.</li><li>Łatwe przenoszenie danych - szybko przenoś zdjęcia, filmy, muzykę i dokumenty z komputera na telefony z Androidem i odwrotnie, bez skomplikowanych usług pamięci w chmurze i tworzących bałagan kabli.</li></ul><small>*Konieczne jest pobranie aplikacji Dell Mobile Connect na komputer i smartfon. Korzystanie z aplikacji mobilnych w ramach mirroringu jest możliwe tylko na urządzeniach z Androidem.</small> <img alt='dell mobile connect' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/inspiron-5584/05-mobile-connect.jpg'></div></div>","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_4_14_36_14_393_02.jpg",https://www.x-kom.pl/p/519611-notebook-laptop-156-dell-inspiron-5593-i5-1035g1-8gb-256-win10-mx230-ips.html
4,Acer Swift 3 i5-1035G1/8GB/1TB/W10 MX250 IPS Szary,Acer,3699,0,"<div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='laptop' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Laptop ultramobilny Acer Swift 3</h2><p>Elegancja do pary z wygodą użytkowania? To właśnie oferuje ultramobilny laptop Acer Swift 3, który świetnie sprawdzi się zarówno jako narzędzie do pracy, jak i multimedialne centrum rozrywki, na którym zobaczysz kolejne sezony swoich ulubionych seriali. Do dyspozycji masz również inteligentne rozwiązania; na przykład czytnik linii papilarnych, za sprawą którego zalogujesz się do swojego Acer Swift 3 w mgnieniu oka. Smukła konstrukcja oraz waga zaledwie 1,15 kg pozwoli Ci zabrać go ze sobą wszędzie, gdzie zechcesz. Zaufaj mobilności bez kompromisów.</p><img alt='Niesamowity ekran' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ACER/NX.HJEEP.002/01-lewy-bok.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='rozdzielczość FullHD' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/FullHD.svg'></div><div class='col-md-10'><h2 class='text-left'>Zobaczyć znaczy uwierzyć</h2><p>Niezwykle cienka ramka zapewnia jeszcze większy obszar wyświetlania we wspaniałej rozdzielczości Full HD. Wyświetlacz wykorzystuje również technologię IPS, zapewniając wyraziste kolory nawet pod kątem 178 stopni. To nie koniec. Dzięki technologii Acer Color Intelligence™ możesz zoptymalizować kolory, jasność i nasycenie.</p><img alt='Niesamowity ekran' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ACER/NX.HJEEP.002/02-przod.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='łatwa obsługa' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/latwaobsluga.svg'></div><div class='col-md-10'><h2 class='text-left'>Większa wydajność</h2><p>Niezależnie od tego, czy wykonujesz rutynowe czynności, czy najbardziej wymagające zadania, procesory najnowszej generacji dadzą sobie radę. Zanurz się w grze, edytuj zdjęcia i filmy albo po prostu ciesz się doskonałą wydajnością.</p><img alt='Wysoka wydajność' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ACER/NX.HJEEP.002/03-tyl.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='bateria' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/bateria.svg'></div><div class='col-md-10'><h2 class='text-left'>Źródło mocy</h2><p>Gdy każdy Twój dzień wypełniają niezliczone zadania, spotkania oraz prezentacje wideo, potrzebujesz urządzenia, które sprosta tym wymaganiom. Dzięki wydajnej baterii ukończysz wszystkie zadania, nadal mając zapas energii.</p><img alt='Pojemna bateria' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ACER/NX.HJEEP.002/04-klawiatura.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='sterowanie głosem' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/sterowanieglosem.svg'></div><div class='col-md-10'><h2 class='text-left'>Po prostu więcej możliwości</h2><p>Dzięki funkcjom umożliwiającym wykonywanie kilku zadań naraz możesz zrobić więcej mniejszym nakładem sił, co wpłynie na Twoją efektywność i poczucie komfortu. Szybkie wykonywanie zadań dzięki usłudze Windows Hello™ przy, której sprawnie zalogujesz się do komputera.<img alt='Windows Hello' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/ACER/NX.HJEEP.002/05-przod.jpg'></p></div></div>","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/10/pr_2019_10_21_10_31_48_706_08.jpg",https://www.x-kom.pl/p/522554-notebook-laptop-141-acer-swift-3-i5-1035g1-8gb-1tb-w10-mx250-ips-szary.html
5,Dell Inspiron 3583 i5-8265U/8GB/256/Win10 Srebrny,Dell,2399,1,"<div class='row text-center fresh-content'><div class='col-md-12'><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='ikona' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Odkryj laptop uniwersalny Dell Inspiron 3583 w 360 stopniach</h2><p>Surfowanie po sieci, praca biurowa, rozrywka multimedialna – Dell Inspiron 3583 to laptop tak uniwersalny, że możesz go wykorzystywać na wiele rozmaitych sposobów. Spożytkuj jego wydajne podzespoły, jak tylko chcesz i nie martw się o braki energii, wszak masz do dyspozycji pojemną baterię, która przekłada się na wiele godzin użytkowania. Poczuj, jak wygodna jest uniwersalność z laptopem Dell Inspiron 3583.</p><p>Sprawdź, jak Dell Inspiron 3583 wygląda w rzeczywistości. Chwyć zdjęcie poniżej i przeciągnij je w lewo lub prawo, aby obrócić produkt, lub skorzystaj z przycisków nawigacyjnych.</p><div class='ov360'><div id='orbitvu'> </div></div><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/swfobject.js'></script></template><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/orbitvu.js'></script></template><template><script type='text/javascript'>        inject_orbitvu('orbitvu', 'https://blob.stati.pl/ov360/orbitvu12/orbitvuer12.swf', 'https://blob.stati.pl/ov360/orbitvu12/expressInstall.swf', {            ovus_folder: 'https://xkomstati.blob.core.windows.net/ov360/Systems/Dell/Inspiron0788V-256SSD_M.2_PCie/',            width: '100%',            content2: 'yes',            height: '100%'        });</script></template></div></div></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='ikona' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/laptop.svg'></div><div class='col-md-10'><h2 class='text-left'>Odkryj laptop uniwersalny Dell Inspiron 3583 w 360 stopniach</h2><p>Surfowanie po sieci, praca biurowa, rozrywka multimedialna – Dell Inspiron 3583 to laptop tak uniwersalny, że możesz go wykorzystywać na wiele rozmaitych sposobów. Spożytkuj jego wydajne podzespoły, jak tylko chcesz i nie martw się o braki energii, wszak masz do dyspozycji pojemną baterię, która przekłada się na wiele godzin użytkowania. Poczuj, jak wygodna jest uniwersalność z laptopem Dell Inspiron 3583.</p><p>Sprawdź, jak Dell Inspiron 3583 wygląda w rzeczywistości. Chwyć zdjęcie poniżej i przeciągnij je w lewo lub prawo, aby obrócić produkt, lub skorzystaj z przycisków nawigacyjnych.</p><div class='ov360'><div id='orbitvu'> </div></div><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/swfobject.js'></script></template><template><script type='text/javascript' src='https://blob.stati.pl/ov360/orbitvu12/orbitvu.js'></script></template><template><script type='text/javascript'>        inject_orbitvu('orbitvu', 'https://blob.stati.pl/ov360/orbitvu12/orbitvuer12.swf', 'https://blob.stati.pl/ov360/orbitvu12/expressInstall.swf', {            ovus_folder: 'https://xkomstati.blob.core.windows.net/ov360/Systems/Dell/Inspiron0788V-256SSD_M.2_PCie/',            width: '100%',            content2: 'yes',            height: '100%'        });</script></template></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='procesor' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/procesor.svg'></div><div class='col-md-10'><h2 class='text-left'>Procesor Intel Core i5 ósmej generacji<br><small>Wydajność do realizacji wymagających zadań</small></h2><p>Działaj z maksymalną wydajnością, dzięki mocy procesora Intel Core i5 ósmej generacji. Wprowadza technologię Intel Turbo Boost 2.0, która w inteligentny sposób podnosi taktowanie zegarów, zwiększając natychmiast wydajność CPU oraz dynamikę pracy laptopa. Tworzenie, edycja oraz udostępnianie multimediów, jak i obrazów sferycznych stanie się prostsze i mniej czasochłonne. Zamiast czekać – pracuj. Rób także zakupy w sieci, korzystając z zaawansowanych zabezpieczeń firmy Intel.</p><img alt='Dell palmrest Inspiron 3583' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-3583/srebrny/02-przod.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='grafika zintegrowana' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/grafikazintegrowana.svg'></div><div class='col-md-10'><h2 class='text-left'>Układ graficzny Intel® UHD Graphics</h2><p>Zobacz doskonały obraz, dzięki Intel UHD Graphics. Oglądaj filmy w porywającej jakości 4K, wyświetlając je nawet na trzech ekranach. Edytuj zdjęcia i wideo przy użyciu profesjonalnych narzędzi, graj w nowe gry w rozdzielczości Full HD (1080 p), korzystaj z zaawansowanych technologii obrazu Intel. Zyskaj wydajność, jakiej potrzebujesz do pracy w lekkiej i mobilnej formie notebooka.</p><img alt='Matryca Dell' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-3583/srebrny/03-prawy-bok.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='ustawienia' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/suwaki.svg'></div><div class='col-md-10'><h2 class='text-left'>Technologia CinemaColor</h2><p>Wyświetlane obrazy są równie żywe i wyraziste jak świat wokół Ciebie. Poznaj bogatsze i bardziej wyraziste kolory oraz dokładniejsze szczegóły dzi��ki profilom Dell Color.</p><img alt='Pokrywa matrycy' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-3583/srebrny/04-tyl.jpg'></div></div><div class='row text-left fresh-content'><div class='col-md-2 text-center'><img alt='elegancki wygląd' class='ico' src='https://allegro.stati.pl/AllegroIMG/SZABLON/ICONS/elegancja.svg'></div><div class='col-md-10'><h2 class='text-left'>Projekt inspirowany Tobą</h2><p>Każdy notebook Inspiron został stworzony z myślą o zapewnieniu niezawodnej wydajności przez wiele lat normalnego użytkowania. Firma Dell przeprowadziła rygorystyczne testy systemów w celu osiągnięcia najlepszej możliwej wydajności.</p><img alt='Prawy bok obudowy' src='https://allegro.stati.pl/AllegroIMG/PRODUCENCI/DELL/Inspiron-3583/srebrny/05-tyl.jpg'></div></div>","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/6/pr_2019_6_17_15_57_23_731_08.jpg",https://www.x-kom.pl/p/496411-notebook-laptop-156-dell-inspiron-3583-i5-8265u-8gb-256-win10-srebrny.html
